"episodeSeqNum","showCode","episodeNum","airDate","url","episodeTitle","episodeSummary","audioUrl","frameRateHz","numChannels","durationSecs","notes"
"3050","tpc",NULL,"2006-07-03","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: CORY BURNELL - Mr. Burnell is the President of Christian Exodus, an organization that seeks to relocate Christian Conservatives to the state of South Carolina in hopes of reestablishing a constitutional government there. Cory has been featured on The Political Cesspool several times as well as many radio and television programs, including The O'Reilly Factor.",NULL,NULL,NULL,NULL,NULL
"3051","tpc",NULL,"2006-07-05","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: EDGAR STEELE, Esq. - Tonight we'll hear from Mr. Steele as he explains the reasons why you might be a nationalist!",NULL,NULL,NULL,NULL,NULL
"3052","tpc",NULL,"2006-07-06","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: REV. TED PIKE - Listener favorite, Ted Pike, makes another splash into the Cesspool this evening as we discuss ""The DaVinci Code,"" and those who were behind its production.",NULL,NULL,NULL,NULL,NULL
"3053","tpc",NULL,"2006-07-07","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: KEITH ALEXANDER - Are you tired of activist judges who legislate marxist, left wing policies from the bench? Tonight we'll introduce you to a well-informed conservative attorney who hopes to change some of that as he runs for a local judgeship here in Shelby County.",NULL,NULL,NULL,NULL,NULL
"3054","tpc",NULL,"2006-07-10","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"POLITICAL CESSPOOL REUNION! Cesspool fill-in co-host Jess Bonds will be back on the air live with me tonight and joining us will be former Cesspool producer, Art Frith. Now, Art has orchestrated a surprise for Jess and I, but he won't tell us what it is until we go on the air. One thing's for sure, when Art is in the studio there is never a dull moment! So, join us tonight as we discuss the issues and have a good time with two dear friends who have been instrumental in the development of this program.",NULL,NULL,NULL,NULL,NULL
"3055","tpc",NULL,"2006-07-11","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: PETER STANTON - Political Cesspool international correspondent, Pete Stanton, will be calling in tonight from Spain to bring us up to date on a ridiculous matter that the Spanish government has taken up. It seems as though politicians in Spain are now advocating that apes (as in gorillas) should be considered human and have equal rights as well. Yes, you heard me correctly. Tune in tonight for the scoop!",NULL,NULL,NULL,NULL,NULL
"3056","tpc",NULL,"2006-07-12","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUESTS: AUSTIN FARLEY and TIM COOK - Join us tonight as we focus back on the Shelby County local elections with two conservative candidates for State Representative who are looking to shake up the political establishment!",NULL,NULL,NULL,NULL,NULL
"3057","tpc",NULL,"2006-07-14","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: POKER FACE - Join us for a very special interview this evening with ""Poker Face,"" a politically incorrect rock band who make their living by performing concerts featuring their own material. Don't miss!",NULL,NULL,NULL,NULL,NULL
"3058","tpc",NULL,"2006-07-17","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"NATHAN BEDFORD FORREST BIRTHDAY TRIBUTE - Join host James Edwards, guest co-host Jess Bonds and local S.C.V. leader Steve McIntyre tonight as we salute Confederate General Nathan Bedord Forrest, who was born in Tennessee on July 13, 1821.",NULL,NULL,NULL,NULL,NULL
"3059","tpc",NULL,"2006-07-18","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: SHANNON McGAULEY - Mr. McGauley is the leader of the Texas Minutemen Project and will be joining the program tonight to talk about their upcoming mission to defend our border, which will be taking place in Texas from September 11 - November 7.",NULL,NULL,NULL,NULL,NULL
"3060","tpc",NULL,"2006-07-19","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: JOE McCUTCHEN - Constitutional advocate Joe McCutchen will be back on the show tonight to discuss Bush's traitorous Security & Prosperity Partnership. The SPP aims to erase our borders and sovereignty. Don't miss!",NULL,NULL,NULL,NULL,NULL
"3061","tpc",NULL,"2006-07-20","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"CESSPOOL TRIO: We'll pack the studio tonight with hosts! James Edwards, Winston Smith and Eddie Miller will all be on board this evening as we bring you a live update from the streets of the Austin Farley campaign trail. During tonight's show we'll also talk about Bush's budget deficit and how the vast majority of Americans are with us in the fight against illegal immigration. (Officer Jack McLamb was originally scheduled to be with us tonight, but was conflicted at the last minute. He will be rescheduled for another appearance at a later date.)",NULL,NULL,NULL,NULL,NULL
"3062","tpc",NULL,"2006-07-21","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"LOCAL ENDORSEMENT SPECIAL - Tonight, The Political Cesspool will announce our endorsements for candidates running in the August 3rd State Primaries as well as the August 3rd Shelby County General Elections. We will also hear from Keith Alexander, one of the two candidates that The Political Cesspool is actively pushing. Austin Farley is running for State Representative, District 97, while Keith Alexander is running for Judge (General Sessions/Civil Division 4). These two men have received our highest endorsement.",NULL,NULL,NULL,NULL,NULL
"3063","tpc",NULL,"2006-07-24","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: AUSTIN FARLEY - Hear from the candidate himself! Austin Farley will be back on the show tonight to provide an update for us from the front lines of his campaign. Please remember to vote Austin Farley for State Representative on August 3rd if you live in District 97. It's time we elect a true conservative for a change! Early voting is underway now!",NULL,NULL,NULL,NULL,NULL
"3064","tpc",NULL,"2006-07-26","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"BILL ROLEN and EDDIE MILLER co-host this evening as they fill in for James Edwards, who is out campaigning for Austin Farley for State Representative, District 97. (* * NOTE * * Technical difficulties kept Col. Bo Gritz from calling in tonight as originally scheduled. These same difficulties kept us from streaming Tuesday night's interview with Rev. Ted Pike, although the program did air in Memphis on AM 1380 WLRM. These are the joys of live radio. We apologize for any inconvenience this may have caused our internet listeners. The problem has now been rectified and our internet stream will return to normal beginning with Thursday night's program. We will reschedule Col. Gritz for another date. * *)",NULL,NULL,NULL,NULL,NULL
"3065","tpc",NULL,"2006-07-27","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"WINSTON SMITH and EDDIE MILLER fill in for James Edwards tonight and will have yet another exciting hour prepared for your listening enjoyment!",NULL,NULL,NULL,NULL,NULL
"3066","tpc",NULL,"2006-07-28","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: GENERAL HAL MOORE - The first half hour of tonight's program will be live, then, after the commercial break, we will be replaying a pre-recorded interview conducted with General Harold Moore, the living legend who was the inspiration behind Mel Gibson's movie, ""We Were Soldiers.""",NULL,NULL,NULL,NULL,NULL
"3067","tpc",NULL,"2006-07-31","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUESTS: BAY BUCHANAN and DR. MICHAEL HILL - Tune into The Political Cesspool tonight and hear James Edwards and Austin Farley interview former Treasurer of the United States, Bay Buchanan, and Dr. Michael Hill, President of the League of the South! It's a double dose of incredible guests!!! (Taped Show)",NULL,NULL,NULL,NULL,NULL
"3068","tpc",NULL,"2006-08-07","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"MEL GIBSON FALLOUT SPECIAL - Are you ready for The Political Cesspool's take on the Mel Gibson situation? Well, wait no more! Tune in tonight as hosts James Edwards and Eddie Miller spend the entire hour sifting through this ordeal while asking the rhetorical question: ""Does freedom of speech still exist in America?""",NULL,NULL,NULL,NULL,NULL
"3069","tpc",NULL,"2006-08-09","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: ANGELO COBRASCI - The founder of the Shelby County Conservative Republican Club will be on this evening to discuss the success of his ""Conservative Republican Ballot,"" while charting the course for the further growth of this group. We will also be hearing about the forthcoming Patriot Day gala, which will be held on September 11.",NULL,NULL,NULL,NULL,NULL
"3070","tpc",NULL,"2006-08-10","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: PETER STANTON - The Political Cesspool's international correspondent will be calling in tonight from Spain as we learn how immigration is also destroying Europe from within.",NULL,NULL,NULL,NULL,NULL
"3071","tpc",NULL,"2006-08-11","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: DR. DAVID DUKE - Be with us tonight as we are joined from Austria by this author, commentator and former State Representative who will be offering us his take on the situation in Lebanon from the standpoint of American interests in the region.",NULL,NULL,NULL,NULL,NULL
"3072","tpc",NULL,"2006-08-14","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: STAN HESS - James Edwards is joined by co-host Bill Rolen this evening as they interview political activist Stan Hess. Mr. Hess was once an ardent Marxist until one event changed his life. Tune in tonight to learn what transformed this man into an staunch advocate of conservative ideology. (* NOTE * This streaming audio file for tonight's show DOES work, you just have to let it run for approximately 90 seconds before you'll be able to hear the audio and the program intro.)",NULL,NULL,NULL,NULL,NULL
"3073","tpc",NULL,"2006-08-15","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"JAMES EDWARDS and WINSTON SMITH have a couple of news items prepared for you tonight that will surely pique your interests!",NULL,NULL,NULL,NULL,NULL
"3074","tpc",NULL,"2006-08-17","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"JAMES EDWARDS and EDDIE MILLER will provide you with a lot of fodder tonight! Catch the dynamic duo as they talk about everything from new planets to the homofascist agenda and Republican Supreme Court appointees!",NULL,NULL,NULL,NULL,NULL
"3075","tpc",NULL,"2006-08-21","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: MITCHELL MORRISON - Local America First activist Mitchell Morrison will be on the show tonight to inform us about a special opportunity that our local listeners will have. As it turns out, U.S. Congresswoman Marsha Blackburn (R-TN), will be making a public appearance at Range USA on Whitten Road on Wednesday at 3:30 PM. * * * ACTION ALERT * * *",NULL,NULL,NULL,NULL,NULL
"3076","tpc",NULL,"2006-08-22","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: COLONEL JAMES ""BO"" GRITZ - Be with us tonight as we interview this highly decorated Green Beret and the man who negotiated an end to the standoff at Ruby Ridge.",NULL,NULL,NULL,NULL,NULL
"3077","tpc",NULL,"2006-08-23","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: PETER STANTON - The Political Cesspool's international correspondent will be calling in from Spain tonight as we hear his latest report. Peter has made an interesting observation that seems to escape our politically correct media elite: The boat to Europe is full while the boat to the Third World is empty.",NULL,NULL,NULL,NULL,NULL
"3078","tpc",NULL,"2006-08-24","http://americacast.ezstream.net/broadcasts/index.cfm?fuseaction=usrbrd&broadcasterid=344&Org=acast",NULL,"GUEST: JOE McCUTCHEN - This immigration expert and legendary activist will be on the program tonight to tell us the unbelievable true story of how the State of Arkansas is employing Mexican nationals in official government buildings for the purpose of finding work for illegal aliens. Don't miss!",NULL,NULL,NULL,NULL,NULL
